id,Name,Age,CountryCode,Salary
37885,Joan Orrick,39,170,6909668
37886,John Hursey,68,433,529638
37887,Charlotte Arredondo,95,145,9837090
37888,Annemarie Matarrita,61,4,369946
37889,Agnes Torres,64,433,1804059
37890,James Marquez,53,222,544104
37891,Maria Manuelito,26,409,5985282
37892,Allen Wallace,31,432,5426551
37893,William Fischl,31,284,2042956
37894,Phyllis White,27,138,7404959
37895,Jesse Crabb,44,402,1458916
37896,Betty Shriver,55,146,8664565
37897,Marshall Snyder,45,62,2045346
37898,Marion Salyer,31,426,5922703
37899,Thomas Velasquez,73,489,1863749
37900,Beverly Minshall,93,291,3830073
37901,Robert Grantham,24,178,4939211
37902,Julia Karow,58,188,2325854
37903,Kathy Lomonaco,25,338,1451434
37904,Janice Andrews,58,16,6094374
37905,Margaret Winstead,59,441,6727339
37906,Jerry Collins,32,96,9093216
37907,Willy Stpierre,64,252,2093583
37908,Michael Ford,88,277,3639501
37909,Mitchell Prouse,49,209,9961416
37910,John Williams,96,371,4725832
37911,Thelma Hernandez,72,243,1881955
37912,Daniel Farmer,85,385,7622264
37913,Nellie Knight,35,180,3091973
37914,Anthony Nelson,24,112,6628143
37915,Matthew Mcpherson,71,393,1649717
37916,Richard Goodman,45,448,6879640
37917,Alexander Washington,38,53,5921013
37918,Doris Campbell,33,80,1574898
37919,John Nolden,39,317,3748691
37920,Linda Pippen,68,97,5741781
37921,April Gabriel,18,36,2173224
37922,Edward Little,79,216,9774947
37923,Chieko Barras,29,424,6561549
37924,John Summa,92,379,2669249
37925,Charles Tinson,98,22,4031183
37926,Misty Furman,57,246,5882726
37927,Shaquita Sherwood,85,114,1326548
37928,Dexter Moree,42,396,419356
37929,Sylvia Macky,48,52,2753056
37930,Hope Ryan,53,445,5710144
37931,Patricia Hack,20,234,246963
37932,Irene Barker,100,289,2331361
37933,Marita Krebbs,98,302,1739682
37934,Marco Cook,60,252,2414022
37935,Bernard Thomas,52,70,5373564
37936,Boris Phillips,92,481,9199081
37937,Kara Mohler,42,73,1394983
37938,George Tatum,28,140,1092490
37939,Wilson Upshaw,40,271,7284975
37940,Kristie Ott,64,392,9569839
37941,Angela White,60,349,1645343
37942,Christine Rowe,35,34,9755726
37943,Ernesto Jones,49,422,3738229
37944,Amanda Johnson,29,75,2078701
37945,Leslie Quinn,95,442,2809650
37946,Alicia Mitchell,96,212,1091501
37947,Linda Corso,35,184,6607100
37948,Curtis Milton,22,115,899966
37949,Ryan Seifert,47,228,1379856
37950,Herbert Zuniga,31,268,2069579
37951,Karen Anderson,52,279,8858763
37952,Edward Eldridge,51,157,8721587
37953,Rick Johnson,63,350,4380594
37954,Leroy Jones,72,195,948752
37955,Virgina Looney,21,227,7558386
37956,Debbie Ferrara,86,87,3389249
37957,Wendell Anthony,85,328,9773002
37958,Jodi Walters,43,34,6121083
37959,Scott Sharr,18,464,4398927
37960,Bernardo Vessey,97,415,2610010
37961,Katherine Brown,22,448,4905307
37962,Nicole Boudreau,31,404,3903119
37963,Robert Deluca,69,61,9611097
37964,Daniel Robison,64,226,763552
37965,John Smith,53,61,2371336
37966,David Lee,66,113,4489830
37967,Andrew Santos,42,174,1872518
37968,Jeffrey Razo,50,233,9980440
37969,Lila Krous,91,114,3602706
37970,William Shelton,47,374,9839375
37971,Bobby Kinzer,35,350,9695533
37972,Linda Powell,47,195,1163267
37973,Elizabeth Hopper,54,25,6874825
37974,Edison Killin,99,476,5484153
37975,Charlene Lopez,70,92,8281265
37976,Crystal Scheulen,32,336,1039255
37977,Michael Reyes,54,335,4922309
37978,William Lawson,37,195,5945544
37979,Elmo Turnipseed,38,358,2005075
37980,Howard Briones,93,205,6279797
37981,Eric Kardashian,96,114,578200
37982,James Moffett,85,253,2921879
37983,Johnny Ralston,54,400,1419528
37984,Glenn Langlois,57,78,8121452
37985,Vernon Vandergriff,99,476,7431012
37986,Amos Brightwell,33,115,8785529
37987,David Gracia,98,293,205269
37988,Tina Grant,86,129,6431139
37989,Cameron Mathey,56,439,4626321
37990,Sally Paul,77,16,2023700
37991,Columbus Doward,51,448,4028039
37992,Emily Humann,30,82,5025857
37993,Shirley Kondo,89,129,3300974
37994,Mary Hawthorne,24,302,1560100
37995,Jenifer Orr,55,156,9761536
37996,Tamara Byker,66,229,6361038
37997,Brooke Casarez,44,82,7561178
37998,Luz Roa,91,140,4161067
37999,Ella Childress,95,499,7445224
38000,Dwain Sanabria,87,244,7828480
38001,William Encallado,39,368,3223460
38002,Troy Bryant,19,304,2694088
38003,Pete Dilliard,64,467,7003924
38004,Geraldine Vega,64,190,2992196
38005,Charles Bown,50,338,9705778
38006,Brian Johnson,63,122,8685829
38007,Adam Huber,91,95,2721921
38008,Addie Lamberth,34,238,5643637
38009,Michael Strong,78,46,5689337
38010,Todd Zuckerman,67,478,585531
38011,Ethel Michaels,39,96,9510427
38012,Emma Pattison,99,410,7984149
38013,Terry Griffith,83,131,2967753
38014,Elaine Lane,45,133,3272544
38015,Earnestine Horton,74,325,4825817
38016,Derek Stevens,80,239,4423762
38017,George Driever,73,412,7786803
38018,Albert Henderson,82,120,8630522
38019,John Cervantez,33,115,3450785
38020,Paula Miller,90,235,1207717
38021,Suzanne Hopson,80,252,7391112
38022,Juanita Skerrett,48,307,9833239
38023,Max Garza,84,355,4442740
38024,Desiree Mulroy,40,247,4695570
38025,Margaret Hogan,57,265,3391193
38026,Nancy Howard,41,485,2076820
38027,Dana Lutz,42,297,7966294
38028,Blake Scott,30,160,4428314
38029,Marguerite Lopez,21,39,7456012
38030,Donna Keels,100,424,1341961
38031,Lindsey Wright,69,259,6289658
38032,Roy Stewart,27,4,204426
38033,Wendy Washer,55,261,8313416
38034,Kirk Aranda,36,245,8359669
38035,Alton Figaro,93,138,7457885
38036,Vicki Davis,51,106,3537160
38037,Joe Mortenson,94,409,8636473
38038,James Hale,91,143,7362763
38039,Amanda Maye,48,272,4786032
38040,Ella Daulton,85,307,5699911
38041,Jeff Martin,35,346,4785715
38042,George Vollmer,28,31,1604334
38043,Roderick Hofman,67,161,2585289
38044,Steven Vest,20,402,1935634
38045,Mark Faria,91,29,7446646
38046,Michael Sacks,85,158,9188260
38047,Jerry Armstrong,50,232,6836032
38048,Natividad Smith,67,282,444478
38049,David Roberts,78,234,9216497
38050,Dani Mathews,61,348,6909793
38051,John Mcfarland,68,425,3588017
38052,Gustavo Shores,87,139,7898900
38053,Justin Mejia,23,471,3083845
38054,Carl Gonzalez,71,253,263889
38055,Angela Mauldin,38,21,1475307
38056,Mary Shaikh,40,86,6624223
38057,Domingo Greenleaf,44,132,2717262
38058,Richard Litchford,59,366,1522609
38059,Dale Robertson,21,363,5825828
38060,Kenneth Barba,53,113,7522995
38061,Rosa Larrieu,82,281,6067664
38062,Raymond Morris,20,251,3524531
38063,Matthew Cox,59,242,5897680
38064,Antoinette Berman,95,466,9821104
38065,Joyce Dominion,37,47,9497829
38066,Elizabeth Garcia,73,362,4749376
38067,John Braddy,99,422,1874089
38068,Martin Orem,42,213,6287949
38069,Charles Jones,35,194,5483722
38070,Kelli Ortiz,82,187,327600
38071,Karen Griffitts,70,468,1310123
38072,Marcia Simmons,52,379,6415150
38073,Harriet Garcia,64,89,7082603
38074,Hope Puga,22,47,8961183
38075,Rodney Solarzano,23,414,6072872
38076,Mitchell Hurt,60,255,2547591
38077,Jose Trabert,46,68,1291027
38078,Jocelyn Shanholtz,48,119,6621508
38079,Pamella Caldwell,44,276,1757768
38080,Bernice Owens,20,230,3350197
38081,Regina Lentz,40,137,9199044
38082,Tracy Smith,38,325,390757
38083,Mildred Ser,62,10,9992989
38084,Leo Manzano,47,309,1503756
38085,Jon Nwachukwu,35,297,9166562
38086,Brandon Harris,66,495,8010203
38087,Bessie Barron,75,45,5761214
38088,Brian Stull,81,304,2958808
38089,Jordan Ginn,53,442,537111
38090,Nidia Knapp,43,409,4495507
38091,Allen Williams,75,254,6139334
38092,Bobbie Jennings,29,173,623889
38093,Kathryn Hughey,30,367,9542755
38094,Victor Kave,71,278,3847969
38095,Lorraine Davis,32,343,4234939
38096,Agnes Conyers,30,439,6661544
38097,Aaron Enck,49,372,7097508
38098,Debbie Johnson,86,453,3670147
38099,William Diamond,68,236,7967306
38100,Jared Torres,98,220,1786270
38101,Wayne Harris,69,159,3261506
38102,Justin Boykin,89,126,1276176
38103,Timothy Moore,68,282,4998114
38104,Melvin Bhatia,34,297,2856198
38105,Thomas Niles,49,455,1351944
38106,Nanci Dorris,92,424,16923
38107,James Strong,21,157,8433523
38108,Tony Parks,81,272,2753776
38109,Roy Escobar,95,471,7553210
38110,Lelia Gjertsen,37,489,8199816
38111,William Thompson,59,296,281969
38112,Penny Jimenez,74,127,7409615
38113,Henry Olney,40,163,88562
38114,Sylvester Sexton,70,495,3304002
38115,Pearl Davis,97,77,7635844
38116,William Campanelli,53,133,7151049
38117,Andrew Taylor,78,58,4805699
38118,Thomas Nichols,60,141,8859013
38119,Jan Heskett,20,396,2120142
38120,Michael Jacob,44,288,3470515
38121,Jacob Blake,99,287,8832272
38122,Christopher Fox,57,230,9865577
38123,Sandra Barnes,38,38,9696454
38124,James Tabak,70,350,8459171
38125,Connie Porter,42,134,3282453
38126,Brett Grimes,78,179,3957670
38127,David Fisher,28,406,6017591
38128,Emily Harnden,69,96,7969807
38129,Jerome Gambrel,20,278,6214565
38130,Carol Santiago,27,227,8209635
38131,Phyllis Bombich,35,286,6016309
38132,Vance Estep,59,460,3520696
38133,Joshua Weddle,71,281,2801828
38134,Robert Estrada,88,265,4484228
38135,Grant Kluck,87,346,3235843
38136,Abraham Musick,32,148,4586967
38137,Douglas King,63,202,1297713
38138,Benjamin Stevenson,60,445,7770453
38139,Patricia Shelton,89,274,9889741
38140,Charles Matelski,23,123,2588250
38141,Paul Lopez,29,341,3750911
38142,Norma Evans,25,146,2826408
38143,Kathy Kromer,40,389,36772
38144,Bruce Lancaster,100,194,8055156
38145,Cheryl Romero,80,468,9683935
38146,Consuelo Harper,75,270,5269947
38147,Debra Spahr,65,432,5975928
38148,Mark Lewis,49,62,8349625
38149,Brandon Johnson,61,150,5925862
38150,William Sherman,93,364,6531542
38151,John Lee,66,217,3071504
38152,David Wood,40,407,1674116
38153,Katherine Strauss,82,203,7844069
38154,Dianne Barnette,56,121,4370780
38155,Lori Rios,81,349,6594695
38156,Peter Mcmahon,79,263,3408590
38157,Ann Johns,65,139,9115702
38158,Ryan Box,19,326,8790845
38159,Pauline Pinell,85,269,2804630
38160,Arthur Santiago,47,112,44275
38161,Elmer Naber,88,476,5081497
38162,Walton Wilczynski,85,121,6891940
38163,Aubrey Gibbons,100,189,402788
38164,Marilyn Elias,69,436,8789656
38165,Jeffrey Revering,75,150,1097144
38166,Antonio Marra,78,456,8875239
38167,Lucinda Renteria,73,304,581693
38168,Antonio Logan,60,132,245580
38169,Kathryn Smith,62,241,9274578
38170,Gary Demello,32,58,2102488
38171,Roger Bilger,26,83,766444
38172,James Harris,51,163,2421540
38173,Geoffrey Leffler,51,109,54338
38174,Lorraine Sanchez,29,489,9738745
38175,Marisela Olive,70,64,3849027
38176,David Quashie,84,311,5017932
38177,Kimberly Lewis,71,464,4481397
38178,Ronald Thoburn,80,450,6971808
38179,Sammy Norton,39,326,7778915
38180,Evan Griffy,57,97,8187360
38181,Doug Arvesen,34,181,3438247
38182,Lloyd Lang,70,119,6782249
38183,Sam Wines,86,134,1269867
38184,Sonya Sybert,84,76,4529331
38185,Anna Roy,60,95,1175724
38186,Pamela Gehring,31,14,921682
38187,Linda Siegfried,28,92,3263201
38188,Ryan Reimers,93,119,6655392
38189,Dorothy Hornick,45,374,2911270
38190,Frederick Perras,64,28,2497592
38191,Debra Steir,76,416,4070127
38192,Lyle Sanderson,88,232,7075150
38193,Michael Denn,38,119,5408319
38194,Geraldine Cartwright,73,5,7282864
38195,Clarence Thyng,77,166,9411542
38196,Laverna Breaux,93,285,8447429
38197,John Walker,30,144,1493094
38198,Marjorie Palos,32,137,1121801
38199,Faye Dickson,22,390,284645
38200,Ben Parker,56,247,2608957
38201,Phillip Tilley,76,228,6668225
38202,James Strickland,67,133,4026388
38203,Teresa Rafferty,25,184,2873304
38204,Harold Cline,86,146,2517177
38205,Debra Marvin,60,23,9818444
38206,Jennifer Steir,73,253,814234
38207,Melissa Steward,51,167,6300382
38208,Steve Edwards,65,399,4163898
38209,William Shuey,49,437,6104582
38210,Rhonda Foley,42,230,3566441
38211,Joann Lopez,41,310,2507630
38212,Kristine Halverson,40,39,1029025
38213,Jeremy Soriano,68,362,3938144
38214,Nathan Moore,86,154,5793732
38215,Andrea Johnson,68,453,2278989
38216,Kathy Vanderhorst,56,402,9795197
38217,Madison Thomas,64,68,7197183
38218,Marla Ellison,94,441,6702399
38219,Yolanda Lucio,60,49,4682841
38220,Mercedes Nance,88,262,5391321
38221,Michael Phu,88,436,3626064
38222,Bessie Smith,90,281,9608766
38223,Michael Cox,45,130,7377431
38224,James Underwood,43,258,9984033
38225,Ann Montz,22,404,5922084
38226,Daniel Willard,21,187,8916106
38227,Vanessa Brooks,32,243,6227426
38228,Patricia Fletcher,49,377,5617771
38229,Jane Crockett,70,11,626693
38230,Josephine Moore,41,15,7148320
38231,Joy Shafer,68,497,3557694
38232,Stacy Wright,48,342,41604
38233,Jodi Cruz,100,387,477071
38234,Natalie Hilts,70,498,8146048
38235,Daniel Foreman,81,369,5848036
38236,Michael Neilson,33,105,2140753
38237,Maxie Hayes,38,280,7084285
38238,Daniel Jones,96,23,2289585
38239,Julia Moore,79,166,3153238
38240,Lawerence Burley,99,363,7551323
38241,Ocie Yarmitsky,32,460,70765
38242,Meghan Jones,56,250,3967052
38243,William Campbell,50,78,5481969
38244,Pablo Henderson,70,198,8925352
38245,Joyce Brinson,29,471,132321
38246,Mackenzie Vega,66,328,3395350
38247,Lorenza Oconnor,67,36,2766553
38248,Wilma Robinson,36,383,6134601
38249,Kelly Keene,78,388,1117641
38250,Stuart Hinderliter,50,296,2589634
38251,Megan Kirk,80,354,2317658
38252,Jack Weed,50,14,2066484
38253,Aileen Morales,41,397,4678119
38254,David Dewey,75,100,905550
38255,William Terepka,53,258,6356415
38256,Tiera Cogliano,20,374,149831
38257,Desirae Thompson,88,24,1885045
38258,Juan Blumenfeld,45,68,8497636
38259,Austin Barron,89,459,7248384
38260,Donna Cook,47,85,3664186
38261,Paul Smith,94,372,7030659
38262,Michelle Smitherman,25,216,9926818
38263,Miguel Mcguire,39,374,2266993
38264,Jeffery Goode,57,145,9869970
38265,Ernesto Frost,71,106,4239907
38266,Marlene Chacon,53,227,144366
38267,Jamie Wells,60,245,1714903
38268,Gladys Davis,49,312,2870259
38269,Lori Mason,40,337,9941882
38270,Lorena Beattie,38,151,5718082
38271,Charles Bubert,44,170,3456134
38272,Sheila Duenes,55,88,9174700
38273,David Condon,56,299,1311708
38274,Malcolm Lopez,72,431,4529052
38275,Angela Ness,40,308,8693337
38276,Teresa Meade,28,58,2643809
38277,Jeffrey Latham,96,164,3947450
38278,David Quesnell,33,53,4264933
38279,Donald Raso,23,426,6914849
38280,Jeri Gaylor,19,359,7062938
38281,Suzanne Hasenberg,53,335,6633301
38282,Chris Monday,20,257,6750602
38283,Gregory Shaw,18,38,3447647
38284,Malinda Tucker,98,135,9878323
38285,Linda Garrett,65,259,9890395
38286,Billy Curran,43,110,7799153
38287,Sidney Purtle,95,313,6425781
38288,Roy Pasculli,22,475,8871174
38289,Fredricka Grant,92,44,1591086
38290,Kim Reddy,61,226,23840
38291,Genevieve Mccartt,53,337,5684124
38292,James Levine,76,389,3595733
38293,Brenda Espino,96,339,2710125
38294,Sharon Prezzia,52,184,240811
38295,Wilson Nunmaker,50,423,2372605
38296,Eric Mason,51,356,3598049
38297,Sara Nichols,45,393,4448113
38298,Juan Rankin,29,498,6056970
38299,Alan Meyer,28,110,822417
38300,Phillip Hudson,66,71,9437264
38301,Frank Bertolino,37,498,4989709
38302,Ying Sommers,99,79,1648933
38303,Tomas Gossett,49,472,6552359
38304,Mary Smith,32,219,9529098
38305,Emily Houston,46,420,1094954
38306,Donald Henderson,26,367,7898706
38307,Ellen Pittman,55,122,828609
38308,James Ceballos,84,422,3879339
38309,Mary Moore,41,160,8566258
38310,Lyle Ernst,56,449,4602339
38311,David Armor,99,60,6174719
38312,Marco Gregory,18,303,8357604
38313,Jonathan Connolly,90,420,5250032
38314,Larry Clark,52,433,4371299
38315,Andrew Franks,20,147,406322
38316,Bethany Alicea,90,499,441203
38317,Robert Willis,68,219,7931830
38318,Maryann Fugate,46,150,5087441
38319,James Reiland,97,367,7595971
38320,Robert Scott,75,215,894129
38321,Lyman Tucker,60,243,414241
38322,Stephen Presha,61,300,5094593
38323,Jeannette Solis,40,322,3020032
38324,Minerva Hebert,80,467,1577211
38325,Sherry Maxey,38,117,4018046
38326,Thomas Baron,32,192,4958555
38327,Thomas Salazar,36,383,4052280
38328,Thomas Palmer,40,70,9825443
38329,Terry Mead,80,16,3539771
38330,Larry Green,59,248,1956548
38331,Nancy Hart,66,422,4904262
38332,Tillie Wiley,20,349,6977501
38333,Robert Allred,76,268,9723554
38334,Edward Hill,81,252,7448496
38335,Janice Lyons,45,417,8309696
38336,Gary Kennedy,90,400,3222430
38337,Dorothy Armstrong,28,107,3937818
38338,Barbara Lichlyter,70,165,4558271
38339,Jeffrey Lueth,70,203,1352653
38340,Bev Purdy,74,260,8345624
38341,Rhonda Edwards,72,451,7207965
38342,Katheryn Ennis,83,282,3664415
38343,Alice Barlett,80,173,7221635
38344,Rachael Para,38,100,9379485
38345,Lisa Pfau,87,38,9954195
38346,Michelle Threadgill,29,231,2159340
38347,Walter Freeman,21,111,5880729
38348,Kimberly Cox,64,91,2103377
38349,Brenda Watson,83,246,6330430
38350,Shaun Byrd,98,73,1088425
38351,Jo Robertson,59,215,6195203
38352,Isabelle Soule,62,328,1512201
38353,Janie Borghese,68,258,5178805
38354,Thomas Murphy,38,117,9213408
38355,Shawn Ehrlich,31,471,7461057
38356,Russell Cloud,33,294,2778181
38357,Nancy Holter,92,377,8794074
38358,Calvin Pumper,92,121,1603026
38359,Joseph Guillermo,26,275,6344991
38360,Sarah Curran,49,39,8893967
38361,Tracey Sheridan,93,253,5032529
38362,Linda Bishop,53,231,9709865
38363,Alicia Martin,88,416,8874483
38364,Ann Henderson,60,484,446620
38365,Aletha Mcvey,67,295,9364447
38366,Darryl Grandfield,18,169,8112767
38367,Justa Grimm,96,130,2895466
38368,Richelle Flores,38,337,9200971
38369,William Barrett,85,175,267968
38370,Bruce Ross,87,181,3551648
38371,Shannon Taylor,42,142,3037862
38372,Andrew Sanchez,32,407,3522388
38373,Jason Simmons,52,266,2307924
38374,Maria Silver,55,338,9747397
38375,Joshua Davis,85,26,4925352
38376,Aaron Rimer,99,26,2792667
38377,Bessie Hope,36,169,7502641
38378,Carla Lloyd,94,32,4314266
38379,Michael Hill,38,198,5749060
38380,Pedro Miller,98,361,805764
38381,Lela Marsh,67,32,7384097
38382,Chandra Hurley,98,209,3215707
38383,Emily Dean,97,106,6313028
38384,Leslie Suhr,48,306,4207374
38385,Jonathan Stevens,71,242,1672349
38386,Walter Biggerstaff,38,239,1234799
38387,Joan Porter,26,357,9162465
38388,Louie Butler,66,87,7276250
38389,Sue Malloy,83,291,6799303
38390,Diane Lacour,43,242,7476163
38391,Mary Turner,29,176,7281920
38392,Darrin Cole,19,251,6246919
38393,Kristen Boyce,59,397,2539929
38394,Eleanor Cook,27,443,1689353
38395,Martin Jordan,47,236,7958702
38396,Jason Hudson,28,342,1678848
38397,James White,47,307,89340
38398,Mildred Hulsey,57,73,8457357
38399,Nina Williams,69,427,3199556
38400,Bruce Harness,21,239,5037760
38401,Jason Mercado,37,108,7398214
38402,Marlene Soper,85,296,9802825
38403,Johnny Warnock,78,284,534823
38404,Thomas Mitchell,41,442,9355436
38405,Jason Edwards,51,200,349011
38406,Juanita Sanchez,49,59,5596413
38407,Zachary Olson,23,390,6762380
38408,Jeff Froman,57,367,1449133
38409,Rose Saucedo,25,176,8699057
38410,William Otter,26,53,2492817
38411,Omar Sinclair,95,248,5857773
38412,William Mcmanus,82,423,4141924
38413,Daniel Regan,72,161,8034467
38414,James Yamasaki,96,190,5321819
38415,Shirley Sanyaro,60,204,6927338
38416,Minh Rogers,39,481,2467463
38417,Rosa Todd,63,268,5163767
38418,Carol Helfrich,53,227,3566642
38419,Phillip Epperson,61,21,1880382
38420,Windy Metayer,88,267,8652303
38421,Arturo Crespino,67,6,2446074
38422,Vicki Hensley,97,272,274808
38423,Janet Riddle,85,499,4152728
38424,Louise Boardman,75,63,103909
38425,Charles Johnson,88,367,1456001
38426,Daryl Mcgowan,25,343,7006921
38427,Margarett Britt,35,359,1650641
38428,Frances Fite,19,127,2971628
38429,Terry Sparano,98,492,8932985
38430,Michael Cook,45,465,1897373
38431,Casey Phillips,64,67,1448956
38432,Jackie Freeman,74,472,7674134
38433,Margarita Moss,24,498,6335386
38434,Jack Velazquez,91,138,7060098
38435,Ashlee Rimmer,59,87,1285271
38436,Martha Laubach,75,61,4976550
38437,Betty Rigney,54,151,8794109
38438,Robby Vrba,71,420,8064348
38439,Herman Street,90,332,2316644
38440,Ronda Rose,38,99,5683790
38441,Richard Evans,45,375,8273227
38442,Adam Ashcraft,37,446,9862219
38443,Lillian Copeland,60,151,2763998
38444,Teresa Vincent,60,401,5308166
38445,Rita Buell,28,94,7271051
38446,Raymond Schmelz,65,124,378732
38447,Craig Moore,35,474,3345559
38448,Shirley Morrison,77,195,6879876
38449,Tania Poirier,99,36,1552170
38450,Rebecca Stevens,53,498,8758854
38451,Eric Emanuel,92,324,8996404
38452,Sarah Love,22,9,4453051
38453,Frederick Esperon,20,208,7215894
38454,Carlton Johnson,49,207,3213647
38455,Michael Marroquin,87,327,9751466
38456,Kevin Alexander,62,105,5738083
38457,Orlando Daniels,25,251,654408
38458,Bobby Paine,75,52,957801
38459,Richard Mcglothin,46,109,8305894
38460,Edwin Collins,21,2,2292122
38461,Nelson Smith,93,124,9803501
38462,Edith Terrance,96,170,1871011
38463,Sandra Westphal,42,53,946139
38464,Doug Davis,36,462,5790280
38465,Thelma Sweet,48,182,9765711
38466,Stanley Cooley,90,84,3532571
38467,John Rester,50,54,9160192
38468,Dana Orozco,46,146,8447752
38469,Deborah Humphery,55,310,5798190
38470,Clarence Needham,46,222,9975881
38471,Michelle Moye,87,59,3597584
38472,Rodney Ford,29,83,4669722
38473,Charles Wiater,82,413,8796775
38474,Don Morin,30,19,8356595
38475,James Rincon,71,269,9808225
38476,Craig Skidmore,72,411,6515805
38477,Jason Goodman,47,76,9398874
38478,Almeda Stephens,72,406,1063778
38479,Leslie Wriedt,39,356,905341
38480,Samuel Berends,42,447,4904441
38481,Mary Hargis,82,214,6166907
38482,Joyce Prescott,46,161,2438196
38483,Sandra Spiker,32,204,4677649
38484,Willie Crosby,73,483,9694529
38485,Ray Stephenson,70,25,79684
38486,Anna Fabian,52,170,2052747
38487,Cori Miceli,65,323,3499650
38488,Carol Townsend,19,335,2730176
38489,Steve Gettle,30,133,8387409
38490,Virginia Nelson,36,96,7289833
38491,Robert Rush,43,20,838094
38492,Kimberly Bowers,36,94,7942211
38493,Brian Johnson,26,242,1156193
38494,Bonnie Moreno,75,399,4657429
38495,Daniel Kidder,81,444,6001358
38496,Anna Kratky,100,233,6306694
38497,Veronica Sherwood,41,180,9082534
38498,Barbara Rounds,71,466,1914918
38499,Shery Cruz,100,345,9859122
38500,Ruth Swink,48,173,9729062
38501,Michele Moyer,28,230,5694658
38502,Syreeta Sell,79,455,3818542
38503,James Vives,85,216,7324231
38504,Sondra Woodworth,59,438,4066941
38505,Harold Godina,80,284,4407514
38506,Mary Beal,24,77,2761498
38507,David Ramirez,96,408,8381334
38508,Chester Scheel,48,64,6512676
38509,Lynn Sloan,42,207,3694586
38510,Nettie Lenoir,88,493,958
38511,Jacqueline Letko,100,240,5281402
38512,Kimberly Thrift,64,70,4948842
38513,Robert Malmin,50,481,7353223
38514,Arthur Woods,45,302,2786521
38515,Sara Lyons,94,438,5923766
38516,Howard Bernstein,43,231,1916339
38517,Myra Woods,70,161,1771661
38518,Rosemary Mckoan,22,120,5590883
38519,Mary Groth,95,111,2327099
38520,Valerie Rybij,86,387,3599816
38521,Willis Harley,41,46,9949163
38522,Paulette Haverstick,61,282,8408691
38523,Paul Golojuch,41,447,680138
38524,Elizabeth Hursey,20,177,2158969
38525,Andrea Carrillo,65,228,214753
38526,James Phelan,86,451,2204731
38527,Elaine Kolmer,96,279,6692476
38528,Francis Marler,92,241,444087
38529,Lina Romero,83,19,3276140
38530,Donald Nguyen,96,415,9764803
38531,Linda Collins,31,48,7613821
38532,Michael Roddam,19,376,2144160
38533,Billy Marsala,48,156,6855739
38534,Trisha Clantz,18,300,8575043
38535,Albert Bernhardt,18,118,8792984
38536,Francisco Evans,28,241,2066650
38537,Myrtle Koch,56,225,1304591
38538,Micheal Hawkins,42,354,3723477
38539,Alex Major,33,32,3406591
38540,James Williams,61,255,4355996
38541,Jolene Mcconville,62,375,3565057
38542,Blossom Daughrity,80,201,6564150
38543,Cheryl Whitmer,19,321,4186246
38544,Millie Sanders,22,312,8852611
38545,Hector Lutz,26,325,4174288
38546,Ricky Schillaci,51,469,9066033
38547,Paula Huslander,80,245,4584454
38548,Evelyn Tomilson,77,136,712808
38549,Marlon Sultan,59,178,5897111
38550,Robert Citron,38,483,2078471
38551,Michael Barry,22,53,1085106
38552,John Roan,28,421,6168672
38553,Tracy Roberts,69,455,5605503
38554,Walter Foster,35,151,5089178
38555,Michael Leider,66,57,2203948
38556,Rosalie Mcqueen,31,17,417588
38557,Earl Faris,52,214,6145363
38558,Roberto Owens,41,211,2476521
38559,Russell Chapman,43,187,8751500
38560,Debra Hadden,39,82,2894025
38561,Melvin Updike,96,19,6706741
38562,Patrick Carvalho,33,477,135450
38563,Joseph Yang,52,348,1351262
38564,Elmer Henderson,30,351,4919246
38565,Lora Cooke,22,89,5502060
38566,Richard Grande,60,462,7915522
38567,Ignacio Moore,23,19,8296209
38568,Justin Macias,29,485,3859058
38569,Otto Sloan,37,25,8299585
38570,Phylicia Cochran,94,383,5669246
38571,John Martell,26,399,5363927
38572,Nick Lima,27,362,9014604
38573,Hipolito Mariska,43,231,5256376
38574,Benjamin Banks,44,341,9296610
38575,Daniel Griffin,99,74,911722
38576,George Johnson,90,253,9328234
38577,Bill Walker,21,476,2627905
38578,Juanita Maple,24,237,1438171
38579,Lillian Austin,90,445,9935699
38580,Nancy Fernandez,55,301,6187387
38581,Marcelo Reinhardt,57,161,7787507
38582,David Stafford,45,298,7340423
38583,Eileen Epstein,90,260,7947208
38584,Kera Myers,34,461,9644197
38585,Oscar Whalen,27,379,7322141
38586,Roy Hartel,30,195,5285878
38587,Zula Arthurs,70,292,4020763
38588,Barbara Sweed,28,477,6173235
38589,Jose Todd,89,496,1675557
38590,Connie Whitehead,38,259,872946
38591,Pamela Jackson,61,361,9065211
38592,Teresa Robles,96,476,4878610
38593,Robert Mosher,46,374,9504593
38594,William Martinez,30,420,8014118
38595,Cheryl Garrett,98,196,242771
38596,Kevin Allard,58,494,96777
38597,Shirley Peterson,48,238,7549981
38598,Patricia Stedman,80,88,7722030
38599,John Boyd,57,404,1406368
38600,Collin Caldwell,84,58,142870
38601,Dorothy Brennan,35,361,6561064
38602,Jazmin Allen,75,92,7417489
38603,Shaun Zaldana,75,361,3182599
38604,Kelli Anders,81,316,615409
38605,Richard Dutton,56,418,2542881
38606,Steffanie Reynolds,32,374,993117
38607,Brandi Murrell,44,268,2947471
38608,Aileen Nelson,44,486,3317627
38609,John Mcelvain,71,231,3524190
38610,Juan Andrews,20,67,9999623
38611,Casey Tyson,28,32,8323822
